appid,required_age,is_free,price,developers,categories,release_date,genres,name,Historico,review_score,review_score_desc,total_reviews,categories_numerico,genres_numerico
46510,0,False,1380,Microids,"('Single-player', 'Steam Trading Cards', 'Remote Play on Phone', 'Remote Play on Tablet', 'Family Sharing')",2011-05-19 00:00:00,"('Adventure',)",Syberia 2,1314,8,Very Positive,580,"(22, 2, 14, 15, 36)","(3,)"
728740,16,False,5750,Rebellion,"('Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards', 'Remote Play on TV', 'Family Sharing')",2019-05-13 00:00:00,"('Action',)",Sniper Elite V2,70456,6,Mostly Positive,1259,"(22, 0, 20, 21, 18, 24, 25, 26, 2, 32, 59, 16, 36)","(0,)"
230190,0,False,15500,Brightrock Games,"('Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Steam Trading Cards', 'Captions available', 'Steam Workshop', 'Steam Cloud', 'Steam Leaderboards', 'Includes level editor', 'Family Sharing')",2015-04-02 00:00:00,"('Indie', 'Simulation', 'Strategy')",War for the Overworld,2227,8,Very Positive,3987,"(22, 0, 20, 21, 1, 25, 2, 51, 3, 32, 59, 34, 36)","(7, 12, 2)"
301640,0,False,20300,Rebellion,"('Single-player', 'Multi-player', 'Co-op', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards', 'Remote Play on TV', 'Family Sharing')",2015-03-06 00:00:00,"('Action',)",Zombie Army Trilogy,4320,8,Very Positive,4945,"(22, 0, 18, 25, 26, 2, 32, 59, 16, 36)","(0,)"
332800,0,False,3800,Scott Cawthon,"('Single-player', 'Family Sharing')",2014-11-10 00:00:00,"('Indie',)",Five Nights at Freddy's 2,1725,8,Very Positive,13059,"(22, 36)","(7,)"
1574140,0,False,2400,Zero2HeroGames,"('Single-player', 'Downloadable Content')",2021-05-14 00:00:00,"('Adventure', 'Indie', 'Simulation')",DiRT 4,4396,0,3 user reviews,3,"(22, 61)","(3, 7, 12)"
464340,0,False,1224,Microids,"('Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Family Sharing')",2017-11-13 00:00:00,"('Adventure',)",Syberia 3,2124,5,Mixed,1045,"(22, 25, 2, 35, 36)","(3,)"
480650,0,False,14900,Other Ocean Interactive,"('Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards', 'Remote Play on TV', 'Family Sharing')",2016-12-07 00:00:00,"('Simulation',)",Yu-Gi-Oh! Legacy of the Duelist,1627,8,Very Positive,2021,"(22, 0, 20, 21, 25, 26, 2, 32, 59, 16, 36)","(12,)"
584400,0,False,10499,Christian Whitehead,"('Single-player', 'Multi-player', 'PvP', 'Shared/Split Screen PvP', 'Co-op', 'Shared/Split Screen Co-op', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play on TV', 'Remote Play Together', 'Family Sharing')",2017-08-29 00:00:00,"('Action', 'Adventure', 'Casual')",Sonic Mania,11937,8,Very Positive,13403,"(22, 0, 20, 55, 18, 56, 57, 25, 26, 2, 32, 59, 14, 15, 16, 54, 36)","(0, 3, 6)"
640590,0,False,13999,Traveller's Tales,"('Single-player', 'Multi-player', 'PvP', 'Shared/Split Screen PvP', 'Co-op', 'Shared/Split Screen Co-op', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play on TV', 'Remote Play Together', 'Family Sharing')",2017-09-29 00:00:00,"('Action',)",The LEGO® NINJAGO® Movie Video Game,5434,8,Very Positive,648,"(22, 0, 20, 55, 18, 56, 25, 26, 32, 14, 15, 16, 54, 36)","(0,)"
674500,0,False,7700,Noobz from Poland,"('Single-player', 'Steam Achievements', 'Steam Workshop', 'Steam Cloud', 'Family Sharing')",2020-05-20 00:00:00,"('Action', 'Indie', 'Simulation', 'Strategy')",Total Tank Simulator,1707,8,Very Positive,2999,"(22, 25, 3, 32, 36)","(0, 7, 12, 2)"
684410,0,False,5750,ClockStone,"('Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play on TV', 'Family Sharing')",2017-12-20 00:00:00,"('Simulation', 'Strategy')",Bridge Constructor Portal,1745,8,Very Positive,2361,"(22, 25, 26, 2, 3, 32, 14, 15, 16, 36)","(12, 2)"
962730,0,False,14900,Easy Day Studios Pty Ltd,"('Single-player', 'Multi-player', 'Co-op', 'Online Co-op', 'Full controller support', 'Family Sharing')",2020-07-28 00:00:00,"('Action', 'Adventure', 'Indie', 'Simulation', 'Sports')",Skater XL,5741,8,Very Positive,12755,"(22, 0, 18, 24, 26, 36)","(0, 3, 7, 12, 14)"
1150530,0,False,13000,Galvanic Games,"('Single-player', 'Multi-player', 'Co-op', 'Online Co-op', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Family Sharing')",2023-10-17 00:00:00,"('Action', 'Adventure', 'Indie')",Wizard with a Gun,3866,8,Very Positive,1678,"(22, 0, 18, 24, 25, 26, 32, 36)","(0, 3, 7)"
1213300,0,False,9700,U-Secret Studio,"('Single-player', 'Steam Achievements', 'Steam Cloud', 'Family Sharing')",2025-05-01 00:00:00,"('Adventure', 'Indie', 'RPG', 'Strategy', 'Early Access')",叛逆神魂 GODSOUL🔥,2857,5,Mixed,23,"(22, 25, 32, 36)","(3, 7, 5, 2, 15)"
1329500,0,False,6400,Neverjam,"('Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Shared/Split Screen PvP', 'Co-op', 'Online Co-op', 'Shared/Split Screen Co-op', 'Shared/Split Screen', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Workshop', 'Includes level editor', 'Remote Play Together', 'Family Sharing')",2022-09-22 00:00:00,"('Action', 'Casual', 'Indie')",SpiderHeck,3011,8,Very Positive,2476,"(22, 0, 20, 21, 55, 18, 24, 56, 57, 1, 25, 26, 2, 3, 34, 54, 36)","(0, 6, 7)"
4030970,0,False,0,滑稽工作室,"('Single-player', 'Full controller support', 'Family Sharing')",2026-01-01 00:00:00,"('Adventure', 'Indie', 'RPG', 'Strategy')",大千世界,1437,0,No user reviews,0,"(22, 26, 36)","(3, 7, 5, 2)"
1603180,0,False,1900,Delayed Victory,"('Single-player', 'Multi-player', 'Co-op', 'Online Co-op', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Family Sharing')",2023-10-27 00:00:00,"('Adventure', 'Casual', 'Indie')",Mining Mechs,3450,8,Very Positive,1093,"(22, 0, 18, 24, 25, 26, 32, 36)","(3, 6, 7)"
1792250,0,False,10500,Croteam,"('Single-player', 'Multi-player', 'Co-op', 'Online Co-op', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud', 'Includes level editor', 'Family Sharing')",2022-01-25 00:00:00,"('Action', 'Adventure')",Serious Sam: Siberian Mayhem,1765,8,Very Positive,1447,"(22, 0, 18, 24, 25, 26, 2, 3, 32, 34, 36)","(0, 3)"
2310700,0,False,10000,Space Onigiri Game LLC,"('Single-player', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Family Sharing')",2024-03-29 00:00:00,"('Action', 'Adventure', 'Indie', 'Strategy')",Shadow Corridor 2 雨ノ四葩,1565,7,Positive,26,"(22, 25, 26, 32, 36)","(0, 3, 7, 2)"
3070880,0,False,6800,Bull Games,"('Single-player', 'Steam Achievements', 'Family Sharing')",2025-08-31 00:00:00,"('Adventure', 'Casual', 'Indie', 'Simulation')",Farming & Supermarket Simulator,1017,6,Mostly Positive,126,"(22, 25, 36)","(3, 6, 7, 12)"
3204250,0,False,4200,Rogue Duck Interactive,"('Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Custom Volume Controls', 'Adjustable Difficulty', 'Mouse Only Option', 'Playable without Timed Input', 'Save Anytime', 'Stereo Sound', 'Steam Cloud', 'Stats', 'Steam Leaderboards', 'Remote Play Together', 'Family Sharing')",2024-11-25 00:00:00,"('Casual', 'Simulation', 'Strategy')",Lost But Found,1296,6,Mostly Positive,852,"(22, 25, 2, 8, 29, 60, 9, 49, 10, 32, 13, 59, 54, 36)","(6, 12, 2)"
3261010,0,False,1900,PandaUpStudio,"('Single-player', 'Steam Achievements', 'Steam Cloud', 'Family Sharing')",2024-10-21 00:00:00,"('Casual', 'Simulation')",中华一商：传承,4973,0,9 user reviews,9,"(22, 25, 32, 36)","(6, 12)"
6910,17,False,4700,Ion Storm,"('Single-player', 'Multi-player', 'Full controller support', 'Family Sharing')",2007-03-29 00:00:00,"('Action',)",Deus Ex: Game of the Year Edition,1102,9,Overwhelmingly Positive,10055,"(22, 0, 26, 36)","(0,)"
304650,0,False,9000,Failbetter Games,"('Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'Family Sharing')",2015-02-06 00:00:00,"('Adventure', 'Indie', 'RPG')",Sunless Sea,4049,8,Very Positive,5572,"(22, 25, 2, 32, 36)","(3, 7, 5)"
414340,17,False,24999,Ninja Theory,"('Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Remote Play on TV', 'Family Sharing')",2017-08-07 00:00:00,"('Action', 'Adventure', 'Indie')",Hellblade: Senua's Sacrifice,5653,8,Very Positive,28027,"(22, 25, 26, 2, 32, 16, 36)","(0, 3, 7)"
550050,0,False,1800,nobodyshot,"('Online PvP', 'Downloadable Content', 'Steam Trading Cards', 'In-App Purchases')",2016-11-24 00:00:00,"('Violent', 'Gore', 'Action', 'Adventure', 'Free To Play')",Kuboom,3145,7,Positive,15,"(21, 61, 2, 4)","(23, 24, 0, 3, 1)"
548570,17,False,26900,id Software,"('Single-player', 'Steam Achievements', 'Captions available', 'In-App Purchases', 'Partial Controller Support', 'Steam Cloud', 'Family Sharing')",2019-05-13 00:00:00,"('Action',)",RAGE 2,13673,5,Mixed,7032,"(22, 25, 51, 4, 35, 32, 36)","(0,)"
611660,17,False,39999,Bethesda Game Studios,"('Single-player', 'Tracked Controller Support', 'VR Only', 'VR Support', 'SteamVR Collectibles', 'Family Sharing')",2017-12-11 00:00:00,"('RPG',)",Fallout 4 VR,2664,5,Mixed,4366,"(22, 50, 65, 77, 19, 36)","(5,)"
907650,0,False,14900,Firefly Studios,"('Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud', 'Includes level editor', 'Family Sharing')",2021-03-09 00:00:00,"('Simulation', 'Strategy')",Stronghold: Warlords,4434,5,Mixed,1861,"(22, 0, 20, 21, 18, 24, 25, 2, 3, 32, 34, 36)","(12, 2)"
921800,0,False,22989,Dark Crystal Games,"('Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Family Sharing')",2021-09-07 00:00:00,"('Adventure', 'Indie', 'RPG', 'Strategy')",Encased,3743,6,Mostly Positive,1998,"(22, 25, 26, 2, 32, 36)","(3, 7, 5, 2)"
998740,0,False,7700,Simon Boxer,"('Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Camera Comfort', 'Custom Volume Controls', 'Mouse Only Option', 'Playable without Timed Input', 'Steam Cloud', 'Steam Leaderboards', 'Family Sharing')",2020-10-15 00:00:00,"('Indie', 'Strategy')",Ring of Pain,1280,8,Very Positive,1453,"(22, 25, 26, 2, 6, 8, 60, 9, 32, 59, 36)","(7, 2)"
1016800,17,False,15500,The Farm 51,"('Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Remote Play on TV', 'Family Sharing')",2021-07-28 00:00:00,"('Action', 'Adventure', 'Indie', 'RPG', 'Simulation')",Chernobylite Complete Edition,3944,8,Very Positive,5288,"(22, 25, 26, 2, 32, 16, 36)","(0, 3, 7, 5, 12)"
1283400,17,False,19300,Spiders,"('Single-player', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Family Sharing')",2022-09-08 00:00:00,"('Action', 'Adventure', 'RPG')",Steelrising,2804,6,Mostly Positive,1485,"(22, 25, 26, 32, 36)","(0, 3, 5)"
1388770,0,False,7700,Consumer Softproducts,"('Single-player', 'Steam Achievements', 'Steam Cloud', 'Family Sharing')",2021-06-15 00:00:00,"('Action', 'Indie', 'Simulation')",Cruelty Squad,1791,9,Overwhelmingly Positive,18204,"(22, 25, 32, 36)","(0, 7, 12)"
1484720,0,False,4200,Milkbar Lads,"('Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Family Sharing')",2021-10-19 00:00:00,"('Action', 'Indie')",Dead Estate,1099,8,Very Positive,3754,"(22, 25, 26, 2, 32, 36)","(0, 7)"
1810820,0,False,32599,ATLUS,"('Single-player', 'Multi-player', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Family Sharing')",2023-06-14 00:00:00,"('Adventure', 'RPG')",Etrian Odyssey III HD,1577,8,Very Positive,178,"(22, 0, 25, 26, 32, 36)","(3, 5)"
1968730,0,False,3900,OptizOnion,"('Single-player', 'Multi-player', 'Co-op', 'Shared/Split Screen Co-op', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Custom Volume Controls', 'Adjustable Difficulty', 'Keyboard Only Option', 'Playable without Timed Input', 'Steam Cloud', 'Stats', 'Steam Leaderboards', 'Remote Play Together', 'Family Sharing')",2023-09-08 00:00:00,"('Action', 'Casual', 'Indie', 'RPG')",Bounty of One,1648,8,Very Positive,1762,"(22, 0, 18, 56, 57, 25, 26, 8, 29, 30, 9, 32, 13, 59, 54, 36)","(0, 6, 7, 5)"
2021880,0,False,34900,Oxide Games,"('Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Family Sharing')",2025-09-24 00:00:00,"('Strategy',)",Ara: History Untold,4262,6,Mostly Positive,1155,"(22, 0, 20, 21, 36)","(2,)"
2289720,0,False,9700,PantyParrot,"('Single-player', 'Steam Achievements', 'Captions available', 'Steam Workshop', 'Steam Cloud', 'Family Sharing')",2024-12-12 00:00:00,"('Adventure', 'Casual', 'Indie', 'Simulation')",Kaiju Princess 2,3828,8,Very Positive,325,"(22, 25, 51, 3, 32, 36)","(3, 6, 7, 12)"
2362300,0,False,19000,Dovetail Games,"('Single-player', 'Steam Achievements', 'Full controller support', 'Stats', 'Family Sharing')",2023-09-26 00:00:00,"('Simulation',)",Train Sim World® 4,2154,6,Mostly Positive,1342,"(22, 25, 26, 13, 36)","(12,)"
2634890,0,False,18550,"CAPCOM Co., Ltd.","('Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Shared/Split Screen PvP', 'Co-op', 'Online Co-op', 'Shared/Split Screen Co-op', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Remote Play Together', 'Family Sharing')",2024-09-11 00:00:00,"('Action',)",MARVEL vs. CAPCOM Fighting Collection: Arcade Classics,6072,8,Very Positive,1507,"(22, 0, 20, 21, 55, 18, 24, 56, 57, 25, 26, 32, 54, 36)","(0,)"
2695490,0,False,15500,Three Whales Studio,"('Multi-player', 'MMO', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Steam Achievements', 'Custom Volume Controls', 'Stereo Sound', 'Partial Controller Support', 'Family Sharing')",2025-01-16 00:00:00,"('Action', 'Adventure', 'Massively Multiplayer')",Age of Water,2219,6,Mostly Positive,1274,"(0, 23, 20, 21, 18, 24, 25, 8, 10, 35, 36)","(0, 3, 4)"
6020,0,False,5750,Raven Software,"('Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Shared/Split Screen PvP', 'Partial Controller Support', 'Steam Cloud', 'Remote Play Together', 'Family Sharing')",2009-09-16 00:00:00,"('Action',)",STAR WARS™ Jedi Knight: Jedi Academy™,2337,9,Overwhelmingly Positive,7070,"(22, 0, 20, 21, 55, 35, 32, 54, 36)","(0,)"
41014,0,False,9500,Croteam,"('Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Shared/Split Screen PvP', 'Co-op', 'Online Co-op', 'Shared/Split Screen Co-op', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Workshop', 'Steam Cloud', 'Steam Leaderboards', 'Includes level editor', 'Remote Play Together', 'Family Sharing')",2010-04-28 00:00:00,"('Action', 'Indie')",Serious Sam HD: The Second Encounter,6162,8,Very Positive,222,"(22, 0, 20, 21, 55, 18, 24, 56, 57, 25, 26, 3, 32, 59, 34, 54, 36)","(0, 7)"
352720,0,False,11500,Crytivo,"('Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'Family Sharing')",2024-01-22 00:00:00,"('Indie', 'Simulation', 'Strategy')",The Universim,2825,8,Very Positive,4968,"(22, 25, 2, 32, 36)","(7, 12, 2)"
1158940,0,False,8300,Get Up Games,"('Multi-player', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support')",2023-11-13 00:00:00,"('Action', 'Adventure', 'Casual', 'Indie')",Blazing Sails,1680,8,Very Positive,1081,"(0, 20, 21, 18, 24, 1, 25, 2, 35)","(0, 3, 6, 7)"
1287840,17,False,19750,Frima Studio,"('Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Family Sharing')",2021-10-21 00:00:00,"('RPG', 'Strategy')",Disciples: Liberation,2568,6,Mostly Positive,864,"(22, 0, 20, 21, 25, 26, 2, 32, 36)","(5, 2)"
1767560,0,False,14900,Cyanide Studio,"('Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud', 'Family Sharing')",2022-06-09 00:00:00,"('Casual', 'Racing', 'Sports', 'Strategy')",Pro Cycling Manager 2022,3263,6,Mostly Positive,108,"(22, 0, 20, 21, 25, 2, 3, 32, 36)","(6, 13, 14, 2)"
1816300,0,False,15999,Square Enix,"('Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Family Sharing')",2022-11-04 00:00:00,"('Action', 'RPG', 'Simulation')",HARVESTELLA,3395,6,Mostly Positive,1302,"(22, 25, 26, 2, 32, 36)","(0, 5, 12)"
1883260,0,False,8300,"Cygames, Inc.","('Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Family Sharing')",2022-06-28 00:00:00,"('Action', 'Casual', 'RPG')",Little Noah: Scion of Paradise,1478,8,Very Positive,454,"(22, 25, 26, 2, 32, 36)","(0, 6, 5)"
1955960,0,True,0,MY.GAMES,"('Multi-player', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Full controller support', 'In-App Purchases')",2024-02-15 00:00:00,"('Action', 'Adventure', 'Free To Play')",HAWKED,2544,0,4 user reviews,4,"(0, 20, 21, 18, 24, 1, 25, 26, 4)","(0, 3, 1)"
1988550,0,False,4700,SomethingExtra,"('Single-player', 'Family Sharing')",2023-08-10 00:00:00,"('Adventure', 'Casual', 'Indie')",To The Core,3467,8,Very Positive,3443,"(22, 36)","(3, 6, 7)"
2020710,0,False,10500,YYZ Studio,"('Single-player', 'Steam Achievements', 'Steam Cloud', 'Family Sharing')",2025-04-22 00:00:00,"('Casual', 'Indie', 'Simulation', 'Strategy')",Havendock,1701,8,Very Positive,617,"(22, 25, 32, 36)","(6, 7, 12, 2)"
2181610,0,False,5739,9FingerGames,"('Single-player', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Family Sharing')",2023-09-13 00:00:00,"('Action', 'Strategy')",Heretic's Fork,2769,8,Very Positive,1758,"(22, 25, 26, 32, 36)","(0, 2)"
2411910,0,False,575,Game Star,"('Single-player', 'Steam Achievements', 'Steam Cloud', 'Stats', 'Family Sharing')",2023-06-04 00:00:00,"('Casual', 'Indie', 'RPG', 'Strategy')",嘣境回收战,2029,8,Very Positive,108,"(22, 25, 32, 13, 36)","(6, 7, 5, 2)"
32430,0,False,10500,LucasArts,"('Single-player', 'Partial Controller Support', 'Steam Cloud', 'Family Sharing')",2009-12-15 00:00:00,"('Action',)",STAR WARS™: The Force Unleashed™ Ultimate Sith Edition,1944,6,Mostly Positive,5000,"(22, 35, 32, 36)","(0,)"
311730,17,True,0,Team NINJA,"('Single-player', 'Multi-player', 'Steam Achievements', 'Partial Controller Support')",2015-03-30 00:00:00,"('Action',)",Dead or Alive 5 Last Round,2827,5,Mixed,1706,"(22, 0, 25, 35)","(0,)"
355790,0,False,10990,Cyanide Studio,"('Single-player', 'Multi-player', 'Co-op', 'Online Co-op', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Remote Play on TV', 'Family Sharing')",2017-03-14 00:00:00,"('Action', 'Adventure')",Styx: Shards of Darkness,1241,8,Very Positive,2046,"(22, 0, 18, 24, 25, 26, 2, 32, 16, 36)","(0, 3)"
375530,0,False,13000,Creoteam,"('Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Shared/Split Screen PvP', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud', 'Includes level editor', 'Remote Play on TV', 'Remote Play Together', 'Family Sharing')",2018-06-01 00:00:00,"('Simulation', 'Sports', 'Strategy')","Football, Tactics & Glory",1020,8,Very Positive,1409,"(22, 0, 20, 21, 55, 57, 25, 26, 2, 3, 32, 34, 16, 54, 36)","(12, 14, 2)"
1240210,0,False,5700,Draw Me A Pixel,"('Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'Remote Play on Tablet', 'Family Sharing')",2020-08-06 00:00:00,"('Adventure', 'Casual', 'Indie')",There Is No Game: Wrong Dimension,1348,9,Overwhelmingly Positive,9025,"(22, 25, 2, 32, 15, 36)","(3, 6, 7)"
1794960,0,False,24000,Sonic Team,"('Single-player', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Steam Leaderboards', 'Family Sharing')",2022-06-22 00:00:00,"('Action', 'Adventure', 'Casual')",Sonic Origins,2668,6,Mostly Positive,3034,"(22, 25, 26, 32, 59, 36)","(0, 3, 6)"
2059790,0,False,4100,滑稽工作室,"('Single-player', 'Steam Cloud', 'Family Sharing')",2022-07-21 00:00:00,"('Adventure', 'Indie', 'RPG', 'Strategy')",再刷一把 PlayAgain,12812,5,Mixed,20,"(22, 32, 36)","(3, 7, 5, 2)"
2338140,0,False,23800,Idea Factory,"('Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Shared/Split Screen PvP', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Remote Play Together', 'Family Sharing')",2023-09-07 00:00:00,"('Action', 'Casual', 'RPG', 'Strategy')",Dokapon Kingdom: Connect,1469,8,Very Positive,480,"(22, 0, 20, 21, 55, 57, 25, 26, 2, 32, 54, 36)","(0, 6, 5, 2)"
3126150,0,False,3149,tokoronyori,"('Multi-player', 'Co-op', 'Online Co-op', 'LAN Co-op', 'Partial Controller Support', 'Family Sharing')",2025-04-24 00:00:00,"('Action', 'Adventure', 'Casual', 'Indie')",BOKURA: planet,1976,8,Very Positive,330,"(0, 18, 24, 53, 35, 36)","(0, 3, 6, 7)"
3208560,0,False,3600,Ryan Forrester,"('Single-player', 'Steam Achievements', 'Full controller support', 'Color Alternatives', 'Custom Volume Controls', 'Mouse Only Option', 'Playable without Timed Input', 'Save Anytime', 'Steam Cloud', 'Family Sharing')",2025-09-08 00:00:00,"('Adventure', 'Casual', 'Indie', 'Strategy')",Trainatic,1171,8,Very Positive,397,"(22, 25, 26, 7, 8, 60, 9, 49, 32, 36)","(3, 6, 7, 2)"
3689520,0,False,3000,Emprom Game,"('Single-player', 'Steam Achievements', 'Full controller support', 'Camera Comfort', 'Custom Volume Controls', 'Mouse Only Option', 'Playable without Timed Input', 'Steam Cloud', 'Steam Leaderboards', 'Family Sharing')",2025-05-19 00:00:00,"('Action', 'Indie', 'Strategy')",Bioprototype,2231,0,3 user reviews,3,"(22, 25, 26, 6, 8, 60, 9, 32, 59, 36)","(0, 7, 2)"
130,0,False,3000,Gearbox Software,"('Single-player', 'Custom Volume Controls', 'Adjustable Difficulty', 'Playable without Timed Input', 'Save Anytime', 'Family Sharing')",2001-06-01 00:00:00,"('Action',)",Half-Life: Blue Shift,3145,8,Very Positive,9336,"(22, 8, 29, 9, 49, 36)","(0,)"
22600,0,False,2235,Team17 Digital Ltd,"('Single-player', 'Multi-player', 'PvP', 'Shared/Split Screen PvP', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud', 'Stats', 'Steam Leaderboards', 'Remote Play Together', 'Family Sharing')",2010-08-26 00:00:00,"('Strategy',)",Worms Reloaded,7814,8,Very Positive,1861,"(22, 0, 20, 55, 25, 35, 32, 13, 59, 54, 36)","(2,)"
294860,0,False,9500,SEGA,"('Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Family Sharing')",2014-11-11 00:00:00,"('Action', 'RPG', 'Strategy')",Valkyria Chronicles™,5039,8,Very Positive,7102,"(22, 25, 26, 2, 32, 36)","(0, 5, 2)"
345350,13,False,5520,Square Enix,"('Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud', 'Family Sharing')",2015-12-10 00:00:00,"('RPG',)",LIGHTNING RETURNS: FINAL FANTASY XIII,2503,8,Very Positive,2106,"(22, 25, 2, 35, 32, 36)","(5,)"
434170,0,False,13000,"Jackbox Games, Inc.","('Single-player', 'Multi-player', 'PvP', 'Shared/Split Screen PvP', 'Co-op', 'Shared/Split Screen Co-op', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play on TV', 'Remote Play Together', 'Family Sharing')",2016-10-17 00:00:00,"('Casual', 'Indie', 'Strategy')",The Jackbox Party Pack 3,10972,9,Overwhelmingly Positive,4119,"(22, 0, 20, 55, 18, 56, 25, 26, 2, 32, 14, 15, 16, 54, 36)","(6, 7, 2)"
718560,0,False,10000,The Knights of Unity,"('Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Shared/Split Screen PvP', 'Steam Achievements', 'Steam Trading Cards', 'Remote Play Together', 'Family Sharing')",2018-09-05 00:00:00,"('Strategy',)",Scythe: Digital Edition,1237,8,Very Positive,2144,"(22, 0, 20, 21, 55, 25, 2, 54, 36)","(2,)"
821250,0,False,9500,Pajama Llama Games,"('Single-player', 'Full controller support', 'Adjustable Text Size', 'Camera Comfort', 'Custom Volume Controls', 'Mouse Only Option', 'Playable without Timed Input', 'Save Anytime', 'Stereo Sound', 'Surround Sound', 'Steam Cloud', 'Remote Play on Phone', 'Remote Play on Tablet', 'Family Sharing')",2019-09-26 00:00:00,"('Indie', 'Simulation', 'Strategy', 'Early Access')",Flotsam,2075,8,Very Positive,1132,"(22, 26, 5, 6, 8, 60, 9, 49, 10, 11, 32, 14, 15, 36)","(7, 12, 2, 15)"
954850,0,False,23800,Intercept Games,"('Single-player', 'Family Sharing')",2023-02-24 00:00:00,"('Indie', 'Simulation', 'Early Access')",Kerbal Space Program 2,25724,4,Mostly Negative,21360,"(22, 36)","(7, 12, 15)"
