appid,required_age,is_free,price,developers,categories,release_date,genres,name,Historico,review_score,review_score_desc,total_reviews,categories_numerico,genres_numerico
1259440,0,True,0,Virtys,"('Multi-player', 'MMO', 'Co-op', 'Online Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements', 'In-App Purchases', 'Partial Controller Support')",2022-09-13 00:00:00,"('Indie', 'Massively Multiplayer', 'RPG', 'Free To Play')",Mist Legacy,1065,0,No user reviews,0,"(0, 23, 18, 24, 1, 25, 4, 35)","(7, 4, 5, 1)"
1351630,0,False,28500,Nihon Falcom,"('Single-player', 'Multi-player', 'Co-op', 'Shared/Split Screen Co-op', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Remote Play Together', 'Family Sharing')",2021-07-06 00:00:00,"('Action', 'RPG')",Ys IX: Monstrum Nox,1365,9,Overwhelmingly Positive,895,"(22, 0, 18, 56, 57, 25, 26, 2, 32, 54, 36)","(0, 5)"
1364960,0,True,0,Eerie Guest,"('Single-player',)",2020-07-23 00:00:00,"('Adventure', 'Indie', 'Strategy')",Hello Neighbor 2 Alpha 1.5,1091,0,No user reviews,0,"(22,)","(3, 7, 2)"
1389990,0,False,6500,Poly Games,"('Single-player', 'Family Sharing')",2022-03-24 00:00:00,"('Action', 'Casual', 'Indie', 'Simulation')",Oblivity,1064,8,Very Positive,761,"(22, 36)","(0, 6, 7, 12)"
2053910,0,False,10500,Sbug Games,"('Single-player', 'Steam Achievements', 'Full controller support', 'Custom Volume Controls', 'Playable without Timed Input', 'Stereo Sound', 'Steam Cloud', 'Family Sharing')",2025-10-21 00:00:00,"('Action', 'Adventure', 'Indie')",Webbed,1151,8,Very Positive,214,"(22, 25, 26, 8, 9, 10, 32, 36)","(0, 3, 7)"
1461810,0,False,13000,重楼工作室,"('Multi-player', 'MMO', 'PvP', 'Co-op', 'Online Co-op', 'Cross-Platform Multiplayer', 'In-App Purchases', 'Family Sharing')",2022-11-17 00:00:00,"('Massively Multiplayer',)",《蜀山：初章》买断版,9202,6,Mostly Positive,29,"(0, 23, 20, 18, 24, 1, 4, 36)","(4,)"
1567020,18,False,26999,Supermassive Games,"('Single-player', 'Multi-player', 'Co-op', 'Online Co-op', 'Shared/Split Screen Co-op', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Remote Play Together', 'Family Sharing')",2022-11-17 00:00:00,"('Adventure',)",The Dark Pictures Anthology: The Devil in Me,3599,5,Mixed,1565,"(22, 0, 18, 24, 56, 57, 25, 26, 2, 54, 36)","(3,)"
1808680,0,False,6300,Hyper Games,"('Single-player', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Family Sharing')",2024-03-07 00:00:00,"('Adventure', 'Indie', 'RPG')",Snufkin: Melody of Moominvalley,1125,9,Overwhelmingly Positive,1549,"(22, 25, 26, 32, 36)","(3, 7, 5)"
1937780,0,False,19000,CREATIVE ASSEMBLY,"('Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Steam Trading Cards', 'Camera Comfort', 'Color Alternatives', 'Custom Volume Controls', 'Adjustable Difficulty', 'Playable without Timed Input', 'Save Anytime', 'Stereo Sound', 'Surround Sound', 'Family Sharing')",2023-10-11 00:00:00,"('Action', 'Strategy')",Total War: PHARAOH,5424,5,Mixed,2198,"(22, 0, 20, 21, 1, 25, 2, 6, 7, 8, 29, 9, 49, 10, 11, 36)","(0, 2)"
2497100,0,False,3000,Cold Brew Entertainment,"('Single-player', 'Downloadable Content', 'Partial Controller Support')",2023-07-27 00:00:00,"('Action', 'Indie')",Disfigure,1272,8,Very Positive,62,"(22, 61, 35)","(0, 7)"
2084940,0,True,0,DuoDuoDog,"('Single-player', 'Multi-player', 'Co-op', 'Online Co-op', 'LAN Co-op')",2023-02-16 00:00:00,"('Casual', 'Indie', 'Massively Multiplayer', 'Free To Play')",Mysterious School,14157,0,4 user reviews,4,"(22, 0, 18, 24, 53)","(6, 7, 4, 1)"
2291680,0,False,8300,ARTcelerator,"('Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'Family Sharing')",2023-12-20 00:00:00,"('Casual', 'Indie', 'RPG')",The Arrogant Kaiju Princess and The Detective Servant,1907,9,Overwhelmingly Positive,610,"(22, 25, 2, 32, 36)","(6, 7, 5)"
2440380,0,False,5750,axilirate,"('Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Steam Achievements', 'Steam Cloud', 'Family Sharing')",2024-08-30 00:00:00,"('Casual', 'Indie', 'RPG', 'Strategy')",Megaloot,6899,5,Mixed,1503,"(22, 0, 20, 21, 18, 24, 25, 32, 36)","(6, 7, 5, 2)"
2521380,0,False,15500,Aspyr,"('Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Family Sharing')",2024-12-10 00:00:00,"('Action', 'Adventure')",Legacy of Kain™ Soul Reaver 1&2 Remastered,4227,8,Very Positive,1337,"(22, 25, 26, 2, 32, 36)","(0, 3)"
2523720,17,False,34990,The Coalition,"('Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Full controller support', 'Captions available', 'Chat Speech-to-text', 'Chat Text-to-speech', 'Color Alternatives', 'Custom Volume Controls', 'Adjustable Difficulty', 'Narrated Game Menus', 'Stereo Sound', 'Surround Sound', 'Steam Cloud', 'Family Sharing')",2025-08-26 00:00:00,"('Action',)",Gears of War: Reloaded,4819,5,Mixed,1843,"(22, 0, 20, 21, 18, 24, 1, 25, 26, 51, 27, 28, 7, 8, 29, 62, 10, 11, 32, 36)","(0,)"
3962150,0,False,8300,Dirty Adventures 🖤,"('Single-player', 'Steam Achievements', 'Family Sharing')",2025-10-25 00:00:00,"('Casual', 'Indie', 'Simulation')",Waifu,36197,8,Very Positive,88,"(22, 25, 36)","(6, 7, 12)"
208140,0,False,5000,AMPLITUDE Studios,"('Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'Family Sharing')",2012-07-04 00:00:00,"('Strategy',)",ENDLESS™ Space - Definitive Edition,41263,6,Mostly Positive,4259,"(22, 0, 20, 21, 1, 25, 2, 32, 36)","(2,)"
215930,0,False,2080,I-deal Games,"('Single-player', 'Steam Trading Cards', 'Steam Cloud', 'Family Sharing')",2012-11-16 00:00:00,"('RPG', 'Strategy')",Jagged Alliance 2 - Wildfire,5794,6,Mostly Positive,435,"(22, 2, 32, 36)","(5, 2)"
322520,0,False,6600,"KOEI TECMO GAMES CO., LTD.","('Single-player', 'Multi-player', 'Co-op', 'Shared/Split Screen Co-op', 'Shared/Split Screen', 'Steam Achievements', 'Camera Comfort', 'Custom Volume Controls', 'Adjustable Difficulty', 'Keyboard Only Option', 'Playable without Timed Input', 'Stereo Sound', 'Partial Controller Support', 'Steam Cloud', 'Steam Leaderboards', 'Remote Play Together', 'Family Sharing')",2015-02-26 00:00:00,"('Action',)",Dynasty Warriors 8 Empires,1052,6,Mostly Positive,853,"(22, 0, 18, 56, 57, 25, 6, 8, 29, 30, 9, 10, 35, 32, 59, 54, 36)","(0,)"
559650,0,False,11000,Barrel Roll Games,"('Multi-player', 'PvP', 'Online PvP', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud', 'Valve Anti-Cheat enabled', 'Stats', 'Includes level editor', 'Family Sharing')",2020-10-22 00:00:00,"('Action', 'Casual', 'Indie')",Witch It,4971,8,Very Positive,3347,"(0, 20, 21, 25, 26, 2, 3, 32, 12, 13, 34, 36)","(0, 6, 7)"
698670,0,False,7999,Ebb Software,"('Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Family Sharing')",2022-10-14 00:00:00,"('Action', 'Adventure', 'Indie')",Scorn,7949,6,Mostly Positive,5938,"(22, 25, 26, 2, 32, 36)","(0, 3, 7)"
807120,0,False,16000,Unfrozen,"('Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'Stats', 'Family Sharing')",2020-04-23 00:00:00,"('Indie', 'RPG', 'Strategy')",Iratus: Lord of the Dead,4258,8,Very Positive,2873,"(22, 25, 2, 32, 13, 36)","(7, 5, 2)"
973810,0,False,19900,Typhoon,"('Single-player', 'Multi-player', 'Co-op', 'Online Co-op', 'Full controller support', 'Family Sharing')",2021-01-28 00:00:00,"('Action', 'Adventure')",Journey To The Savage Planet,2162,8,Very Positive,2690,"(22, 0, 18, 24, 26, 36)","(0, 3)"
1145960,0,False,2400,Rusty Lake,"('Single-player', 'Steam Achievements', 'Steam Cloud', 'Family Sharing')",2020-01-09 00:00:00,"('Adventure', 'Indie')",The White Door,1144,8,Very Positive,1470,"(22, 25, 32, 36)","(3, 7)"
1276790,0,False,15990,Airship Syndicate,"('Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Family Sharing')",2021-11-16 00:00:00,"('Indie', 'RPG')",Ruined King: A League of Legends Story™,16297,8,Very Positive,4325,"(22, 25, 26, 2, 32, 36)","(7, 5)"
1361320,0,False,5200,Fireproof Games,"('Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'Family Sharing')",2021-02-11 00:00:00,"('Adventure',)",The Room 4: Old Sins,1199,9,Overwhelmingly Positive,8506,"(22, 25, 2, 32, 36)","(3,)"
1446650,0,False,15999,Square Enix,"('Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Family Sharing')",2021-09-02 00:00:00,"('Adventure', 'RPG')",BRAVELY DEFAULT II,2220,8,Very Positive,828,"(22, 25, 26, 2, 32, 36)","(3, 5)"
1614550,0,False,4999,Terad Games,"('Single-player', 'Multi-player', 'Co-op', 'Online Co-op', 'Steam Achievements', 'Steam Workshop', 'Adjustable Text Size', 'Camera Comfort', 'Color Alternatives', 'Custom Volume Controls', 'Adjustable Difficulty', 'Playable without Timed Input', 'Save Anytime', 'Stereo Sound', 'Surround Sound', 'Partial Controller Support', 'Steam Cloud', 'Includes Source SDK', 'Family Sharing')",2022-11-07 00:00:00,"('Action', 'Adventure', 'Casual', 'Indie', 'Simulation', 'Strategy', 'Early Access')",Astro Colony,2751,8,Very Positive,1203,"(22, 0, 18, 24, 25, 3, 5, 6, 7, 8, 29, 9, 49, 10, 11, 35, 32, 63, 36)","(0, 3, 6, 7, 12, 2, 15)"
1652250,0,False,9700,Table 9 Studio,"('Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Steam Achievements', 'Steam Cloud', 'Family Sharing')",2024-08-15 00:00:00,"('Adventure', 'RPG', 'Strategy')",Tales And Tactics,1349,8,Very Positive,848,"(22, 0, 20, 21, 25, 32, 36)","(3, 5, 2)"
1839430,0,False,10500,NITRO PLUS,"('Single-player', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud', 'Family Sharing')",2025-04-23 00:00:00,"('Action',)",Dolls Nest,2622,8,Very Positive,586,"(22, 25, 35, 32, 36)","(0,)"
2098350,0,True,0,0 Deer Soft,"('Single-player', 'Multi-player', 'Co-op', 'Online Co-op', 'Steam Achievements', 'Captions available')",2022-09-30 00:00:00,"('Adventure', 'Casual', 'Indie', 'Free To Play')",Escape Memoirs: Mini Stories,2987,0,3 user reviews,3,"(22, 0, 18, 24, 25, 51)","(3, 6, 7, 1)"
2128940,0,False,5750,奇门互娱,"('Multi-player', 'Co-op', 'Online Co-op', 'Steam Achievements', 'Steam Workshop', 'Family Sharing')",2024-06-02 00:00:00,"('Adventure', 'Indie', 'RPG', 'Strategy')",人魅,19912,3,Negative,24,"(0, 18, 24, 25, 3, 36)","(3, 7, 5, 2)"
2207490,0,False,3000,Erik Asmussen,"('Single-player', 'Steam Achievements', 'Steam Cloud', 'Family Sharing')",2024-01-08 00:00:00,"('Casual', 'Indie', 'Simulation')",Factory Town Idle,2650,8,Very Positive,596,"(22, 25, 32, 36)","(6, 7, 12)"
2615540,0,False,10500,Stubby Games,"('Single-player', 'Steam Achievements', 'Full controller support', 'Camera Comfort', 'Custom Volume Controls', 'Stereo Sound', 'Steam Cloud', 'Family Sharing')",2025-08-19 00:00:00,"('Action', 'Early Access')",VOID/BREAKER,1086,8,Very Positive,1350,"(22, 25, 26, 6, 8, 10, 32, 36)","(0, 15)"
2639100,0,False,8300,Seikou Soft.,"('Single-player', 'Steam Achievements', 'Steam Cloud', 'Family Sharing')",2024-09-09 00:00:00,"('Simulation',)",Inari,1593,8,Very Positive,277,"(22, 25, 32, 36)","(12,)"
2719290,0,False,3600,TSUKUYOMIC,"('Single-player', 'Family Sharing')",2024-01-26 00:00:00,"('Adventure', 'Indie')",Night Raider,1300,8,Very Positive,211,"(22, 36)","(3, 7)"
2924170,0,False,6800,LGaoGame,"('Single-player', 'Steam Achievements', 'Steam Cloud', 'Family Sharing')",2025-04-30 00:00:00,"('Action', 'Adventure', 'RPG')",Stickman Strikes: Conquer Fantasy World,1184,7,Positive,10,"(22, 25, 32, 36)","(0, 3, 5)"
3433810,0,False,6800,大聪明工作室,"('Single-player', 'Steam Cloud', 'Family Sharing')",2025-02-28 00:00:00,"('Adventure', 'Casual', 'RPG', 'Simulation')",咸鱼殿下,1524,7,Positive,35,"(22, 32, 36)","(3, 6, 5, 12)"
203630,0,False,17600,Ino-Co Plus,"('Single-player', 'Multi-player', 'Steam Trading Cards', 'Family Sharing')",2012-05-08 00:00:00,"('Strategy',)",Warlock - Master of the Arcane,3490,8,Very Positive,640,"(22, 0, 2, 36)","(2,)"
320240,17,False,34900,Compulsion Games,"('Single-player', 'Steam Achievements', 'Full controller support', 'Steam Workshop', 'Steam Cloud', 'Remote Play on TV', 'Family Sharing')",2018-08-10 00:00:00,"('Action', 'Adventure', 'Indie')",We Happy Few,3498,6,Mostly Positive,6906,"(22, 25, 26, 3, 32, 16, 36)","(0, 3, 7)"
342560,0,False,13000,David Stark,"('Single-player', 'Multi-player', 'PvP', 'Online PvP', 'LAN PvP', 'Co-op', 'Online Co-op', 'LAN Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Steam Workshop', 'Adjustable Text Size', 'Camera Comfort', 'Color Alternatives', 'Custom Volume Controls', 'Adjustable Difficulty', 'Mouse Only Option', 'Playable without Timed Input', 'Save Anytime', 'Stereo Sound', 'Family Sharing')",2018-08-16 00:00:00,"('Action', 'Indie', 'Strategy')",Airships: Conquer the Skies,1313,9,Overwhelmingly Positive,4547,"(22, 0, 20, 21, 58, 18, 24, 53, 1, 25, 3, 5, 6, 7, 8, 29, 60, 9, 49, 10, 36)","(0, 7, 2)"
558100,0,True,0,Game Science,"('Multi-player', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Steam Trading Cards', 'In-App Purchases')",2016-12-22 00:00:00,"('Violent', 'Free To Play', 'Indie', 'Strategy', 'Early Access')",Art of War: Red Tides,4031,8,Very Positive,243,"(0, 20, 21, 18, 24, 2, 4)","(23, 1, 7, 2, 15)"
571310,0,False,7700,Image & Form Games,"('Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Remote Play on TV', 'Family Sharing')",2017-09-22 00:00:00,"('Action', 'Adventure', 'Indie')",SteamWorld Dig 2,3736,9,Overwhelmingly Positive,2859,"(22, 25, 26, 2, 32, 16, 36)","(0, 3, 7)"
598330,0,False,13000,LVGameDev LLC,"('Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud', 'Includes level editor', 'Family Sharing')",2020-02-28 00:00:00,"('Casual', 'Indie', 'Simulation', 'Strategy')",SimAirport,1071,8,Very Positive,2638,"(22, 25, 26, 2, 3, 32, 34, 36)","(6, 7, 12, 2)"
893850,0,False,6225,Studio Seufz,"('Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud', 'Family Sharing')",2020-03-05 00:00:00,"('Adventure', 'Indie', 'RPG')",:THE LONGING:,1063,8,Very Positive,3658,"(22, 25, 26, 2, 3, 32, 36)","(3, 7, 5)"
1043260,0,False,8300,Entertainment Forge,"('Single-player', 'Steam Achievements', 'Steam Cloud', 'Steam Leaderboards', 'Family Sharing')",2024-06-22 00:00:00,"('Indie', 'Simulation', 'Strategy')",Gladiator Guild Manager,3335,8,Very Positive,1493,"(22, 25, 32, 59, 36)","(7, 12, 2)"
1456371,0,False,0,"CAPCOM Co., Ltd.","('Single-player', 'Downloadable Content', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Family Sharing')",2021-07-26 00:00:00,"('Action',)",BIOHAZARD VILLAGE Z Version,4827,0,No user reviews,0,"(22, 61, 25, 26, 2, 32, 36)","(0,)"
1380910,0,False,19200,Kodo Linija,"('Single-player', 'Steam Achievements', 'Full controller support', 'Steam Workshop', 'Steam Cloud', 'Includes level editor', 'Remote Play on TV', 'Family Sharing')",2022-10-12 00:00:00,"('Indie', 'RPG', 'Simulation', 'Strategy', 'Early Access')",Stardeus,2139,8,Very Positive,1014,"(22, 25, 26, 3, 32, 34, 16, 36)","(7, 5, 12, 2, 15)"
1944790,0,False,13000,Dovetail Games,"('Single-player', 'Steam Achievements', 'Partial Controller Support', 'Stats', 'Family Sharing')",2022-09-06 00:00:00,"('Simulation',)",Train Sim World® 3,1796,6,Mostly Positive,1553,"(22, 25, 35, 13, 36)","(12,)"
1981820,0,False,10500,Sky9 Games,"('Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Steam Achievements', 'Full controller support', 'Family Sharing')",2023-11-10 00:00:00,"('Action', 'Indie', 'RPG')",Strike Force Heroes,3004,8,Very Positive,1285,"(22, 0, 20, 21, 18, 24, 25, 26, 36)","(0, 7, 5)"
2490990,0,False,22499,Square Enix,"('Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud', 'Family Sharing')",2024-08-29 00:00:00,"('Action', 'RPG')",Visions of Mana,6976,8,Very Positive,1048,"(22, 25, 2, 35, 32, 36)","(0, 5)"
2497920,0,False,5750,Pontypants,"('Single-player', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Family Sharing')",2024-03-06 00:00:00,"('Action', 'Adventure')",A Difficult Game About Climbing,1618,8,Very Positive,3033,"(22, 25, 26, 32, 36)","(0, 3)"
2750000,0,False,10500,Cordyceps Collective,"('Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud', 'Stats', 'Family Sharing')",2025-02-18 00:00:00,"('Simulation', 'Strategy')",Microtopia,1619,8,Very Positive,435,"(22, 25, 2, 3, 32, 13, 36)","(12, 2)"
331600,0,False,22000,"KOEI TECMO GAMES CO., LTD.","('Single-player', 'Multi-player', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Remote Play Together', 'Family Sharing')",2015-08-27 00:00:00,"('Action',)",ONE PIECE PIRATE WARRIORS 3,4274,6,Mostly Positive,2702,"(22, 0, 57, 25, 26, 54, 36)","(0,)"
393530,0,True,0,PlayFlock,"('Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Steam Achievements', 'Steam Trading Cards', 'In-App Purchases', 'Steam Cloud')",2016-06-07 00:00:00,"('Adventure', 'Casual', 'Free To Play', 'Indie', 'RPG', 'Simulation', 'Strategy')",Insanity Clicker,6819,5,Mixed,19,"(22, 0, 20, 21, 25, 2, 4, 32)","(3, 6, 1, 7, 5, 12, 2)"
440650,0,False,1940,Stray Fawn Studio,"('Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Camera Comfort', 'Custom Volume Controls', 'Adjustable Difficulty', 'Playable without Timed Input', 'Save Anytime', 'Stereo Sound', 'Steam Cloud', 'Family Sharing')",2017-09-21 00:00:00,"('Indie', 'Simulation', 'Strategy')",Niche - a genetics survival game,1046,8,Very Positive,3669,"(22, 25, 2, 6, 8, 29, 9, 49, 10, 32, 36)","(7, 12, 2)"
485610,0,False,620,Unusualsoft,"('Single-player', 'Multi-player', 'MMO', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Steam Trading Cards', 'In-App Purchases', 'Family Sharing')",2017-03-31 00:00:00,"('Action', 'Simulation', 'Sports')",Soccer Online: Ball 3D,8589,8,Very Positive,891,"(22, 0, 23, 20, 21, 18, 24, 1, 25, 2, 4, 36)","(0, 12, 14)"
502800,0,False,3450,Tamsoft,"('Single-player', 'Multi-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Family Sharing')",2017-03-17 00:00:00,"('Action',)",SENRAN KAGURA ESTIVAL VERSUS,1088,8,Very Positive,1448,"(22, 0, 25, 26, 2, 32, 36)","(0,)"
620590,17,False,18000,Destructive Creations,"('Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud', 'Remote Play on TV', 'Family Sharing')",2018-05-22 00:00:00,"('Strategy',)",Ancestors Legacy,4940,6,Mostly Positive,2099,"(22, 0, 20, 21, 18, 24, 25, 26, 2, 3, 32, 16, 36)","(2,)"
1070330,0,False,310,GosDev Production,"('Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Steam Achievements', 'Steam Trading Cards', 'Steam Leaderboards', 'Family Sharing')",2019-05-17 00:00:00,"('Action', 'Indie', 'Simulation', 'Sports', 'Strategy')",Russian Life Simulator,2901,8,Very Positive,1587,"(22, 0, 20, 21, 25, 2, 59, 36)","(0, 7, 12, 14, 2)"
1115690,0,False,7700,Brave At Night,"('Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Remote Play on Phone', 'Remote Play on Tablet', 'Family Sharing')",2020-03-06 00:00:00,"('Adventure', 'Casual', 'Indie', 'RPG', 'Simulation', 'Strategy')","Yes, Your Grace",3337,8,Very Positive,4830,"(22, 25, 2, 14, 15, 36)","(3, 6, 7, 5, 12, 2)"
1123050,0,False,9500,Clover Bite,"('Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Camera Comfort', 'Custom Volume Controls', 'Subtitle Options', 'Steam Cloud', 'Family Sharing')",2021-08-02 00:00:00,"('Action', 'Indie', 'RPG')",GRIME,2012,8,Very Positive,2072,"(22, 25, 26, 2, 6, 8, 31, 32, 36)","(0, 7, 5)"
